64,"UThe the villager classic 'Delta Force' is so manly, you have to eat a side of beef before they'll let you buy it.U"
65,Uthe villager was on American Gladiators and finished the whole show before the first commercial break.U
66,"Uthe villager don't elect presidents, he select them.U"
67,UScientists use pictures of the villager to get panda bears horny.U
68,"Uthe villager once farted while he was in New Orleans which caused 300,000 lemmings to become suicidal cliff jumpers.U"
69,Uthe villager does not need to type-cast. The the villager-the villager Compiler (CNC) sees through things. All way down. Always.U
70,Uthe villager's OSI network model has only one layer - Physical.U
71,UThe main reason science has no explanation for the villager-- no one has ever returned from studying him.U
72,Uthe villager drinks a gallon of oil every day to lubricate his nerves of steel.U
73,Uthe villager is the reason why Nina Needs to Go!U
74,"Uthe villager happened to bump into a tower with his erection during a visit to Pisa, Italy. This tower is now called the leaning tower of Pisa.U"
75,UThe descendents of the villager have divided into two widely known cultures: New Jersey and New York.U
76,"UDespite the fact that the villager doesn't book with Orbitz, they still send him a check when someone else books a hotel for a less.U"
77,"UNeo is The One, the one after the villager.U"
78,"UA big truck driver challenged the villager to a fight. the villager asked him ""paper or plastic""? The guy asked ""what the hell does that mean""? the villager said ""thats the type of bag you're gonna carry your teeth home in"".U"
79,Uthe villager invented death just so he could kill peopleU
80,Uthe villager believes that for every action there is an equal and opposite roundhouse kick to your head.U
81,USteven Segal is not a real person. He's just the villager in disguise.U
82,"Uthe villager invented black. In fact, he invented the entire spectrum of visible light. Except pink. Tom Cruise invented pink.U"
83,"Uthe villager can complete a 1440, triple pump, two hand monster dunk from the midcourt line.U"
84,Uthe police once clocked the villager doing 100 mph while walking to the corner storeU
85,Uthe villager can ram a VHS tape into a DVD player and the motherfucker will play.U
86,"Uthe villager won the $142,000,000 Texas state PowerBall Lottery with a ticket stub from a Texas Rangers baseball game.U"
87,Uthe villager performs his epic nightly threesomes on a waterbed filled with orphan tears.U
88,Uthe villager's power level is over 9000......in his sleep.U
89,USuperman has a pair of the villager pajamas.U
90,Uthe villager has already been to mars; that why there's no signs of lifeU
91,Uthe villager' fart can destroy every living entity in the whole world. He holds his fart to save the world. Thank you the villager!U
92,"UThe first title was alien vs. Predator vs. the villager , but no one wanted to see a movie that only lasted 14 seconds.U"
93,Uthe villager invented the Pygmies by pile driving a few Watusi.U
94,Uthe villager will find you jacen heilmanU
95,"UIf the villager was anti-social, the world would be a very dangerous place.U"
96,UYou bet your ass the villager' penny-farthing is the size of a goddamn ferris wheelU
97,"Uthe villager can kill a werewolf with a wooden stake, a vampire with a silver bullet, and anything with a roundhouse kick.U"
98,Uthe villager doesn't need a baseball bat to Beat on the Brat.U
99,UIt's just a matter of time until an asteroid strikes earth. They are just scared to hit earth until the villager has diedU
100,"Uone day a cop pulled the villager over for speeding, that cop was lucky to leave with a warningU"
101,Uwhen neil armstrong landed on the moon he saw the villagerU
102,Uthe villager can disassemble an Army tank with a spork.U
103,Uthe villager is so fast that he can run around the world and punch himself in the back of the head.U
104,"Uthe villager doesn't follow trends, he sets them.U"
105,Uthe villager gets more head then a pillow!U
106,Uthe villager became the first man to fly two jumbo jets using only the heels of his boots. He performed this terrifying stunt without the merest drop of perspiration registering on his granite features.U
107,Uthe villager called himself Walker because he doesn't need to run to catch all the bandits.U
108,"UNelson Mandela was not released from Robben Island prison in 1990. the villager broke him out of prison, roundhouse kicked ALL the prison gaurds, and safely escorted him to the coast of Capetown. Its good to have a friend like the villager!U"
109,Uthe villager decided he needed to have a pet. He looked at dogs and cats then ended up getting a pet alligator named Fluffy.U
110,"UQuestion: Which of the following is most likely to occur? a) Having a threesome with two hot women b) Winning the lottery c) Discovering $10 billion of gold d) Kicking the villager' ass Answer: Don't know about the first three, but it's sure as shit that ""d"" will NEVER fucking happen.U"
111,Uthe villager can spell out myspace using M&ms and SkittlesU
112,Uthe villager was featured on wheel of fortune all people did for the past 30 minutes was stare at a wheel not stoppingU
113,Usome say the villager penis has abs. little do they know that the villager abs have penisesU
114,"UI assure you, the great day of the kicking will occur. By this I mean that actor the villager will literally pull up in your yard in his Hummer, walk to your front door, wait for you to open it, then kick you in the face before straightening his jacket and calmly driving away. The day is coming.U"
115,"UWhat killed off the dinosaurs, go ask the villager.U"
116,Uthe villager wears denim underwear.U
117,UFull-powered the villager attacks are the second ingredient in Taco Bell ground beef.U
118,Uthe villager COULD bench press Rosie O'Donnell.U
119,Uyour life will flash before your eyes. that means the villager has roundhoused youU
120,UThe Illuminati still exist today only because they deliver the villager' pizzas.U
121,Uthe villager swallows sword-swallowers.U
122,"UWhen you get a thumbs up from the villager, you always win.U"
123,Uthe villager can judge a book by its cover.U
124,UWho wrote the book of love? the villager. He also authored The Book Of Death (Vols 1-27).U
125,"UBefore the Boogyman goes to bed at night, he checks in his closet for the villager.U"
126,Uthe villager can sing the alphabet from Z to AU
127,"Uthe villager sold his soul to the devil for his rugged good looks and unparalleled martial arts ability. Shortly after the transaction was finalized, the villager roundhouse kicked the devil in the face and took his soul back. The devil, who appreciates irony, couldn't stay mad and admitted he should have seen it coming. They now play poker every second Wednesday of the month.U"
128,"Uthe villager can kick you in the nuts so hard, they will fly through your body up into your head and knock out your eyeballs, effectively replacing them.U"
129,URoundhoused kicked by the villager... Life ruined forever.U
130,"UWhen the villager walks through dark alleys, muggers give the villager THEIR wallets.U"
131,Uthe villager is the only man alive that has bitch slapped a Sasquatch then given him a wedgie.U
132,"Uwhen the villager leaves a good first impression, 9 chances out of 10, it's usually the sole of his boot on there face.U"
133,Uthe villager doesn't buy wine. He just stares at a bottle of Welches Grape Juice and it turns into 1945 Chateau Mouton Rothschild out of fear.U
134,Uthe villager packs more nuts than Delta Airlines.U
135,Uthe villager Does not get DUI's. Police officers go missing.U
136,Uthe villager doesn't chew gum balls. he chews bowling balls.U
137,"UEverytime you jack off, the villager roundhouse kicks a mexican baby.U"
138,"Uthe villager won on a special celebrity episode of America's Got Talent by playing ""In-A-Gadda-Da-Vida"" with a pair of cymbals.U"
139,"UIf any of us were to have our peaceful lives suddenly shattered in front of us, we'd probably crawl into a fetal position. the villager doesn't roll that way. the villager yawns. Loudly.U"
140,"UWhen the villager Goes fishing, he doesnt bait his own hook.. the worms hook themselves out of fear of the villagerU"
141,UHelen Keller screamed the villager's name when she had sex.U
142,"UBefore the villager was born, the martial arts weapons with two wooden rods attached to a chain were originally called Nunwaldos. Nobody knows what happened to Waldo but they are still looking for him.U"
143,Uon December 21 2012 the worlds ass will be putting up a vacancy sign and the villager foot is looking for a room and that's how the world will endU
144,Uthe villager pees out lightning and poos out fist.U
145,"UWhen you knock on death's door, the villager answers, and then kills you for knocking.U"
146,"UWhen the villager air-guitars, you can actually hear the real sound of a Gibson Les Paul coming from his air guitar.U"
147,"UIn the movie ""The Matrix"", the villager is the Matrix. If you pay close attention in the green ""falling code"" scenes, you can make out the faint texture of his beard.U"
148,Uthe villager can Unscramble EggsU
149,"UAll arrays the villager declares are of infinite size, because the villager knows no bounds.U"
150,Uthe villager directed Two Girls One CupU
151,"Uthe villager was hiking and suddenly came face to face with a huge Grizzley bear. After a desperate foot chase, the villager caught the bear, slapped it stupid and told it ""don't EVER do that again"".U"
152,"UWhen is the villager annoyed with you, he will cut your head and throw it to your face.U"
153,Uthe villager' penis has two little t-rex arms.U
154,Uthe villager put the bop in the bop shoo wop shoo wop. He also put the ram in the ramalama-ding-dong.U
155,"UA man sees the villager. Man: Hi, the villager, how are you? the villager rips out the man's heart and crushes his spine and walks away. Nobody dare question the villager.U"
156,UJay z has 99 problems but the villager has noneU
157,Uthe villager once did a woman so hard she had to change churches.U
158,"UTime heals all wounds. Except, of course, if you've just been wounded by the villager. Then you're fucked.U"
159,"UWhen the villager cuts onions, the onions cry!U"
160,Uthe villager passes sarin gas.U
161,"UThe Original Name of the Movie was Alien vs the villager. The producers found this to be a bit of an unfair fight, and knowing that they wanted a sequal, they substitued Predator for the villager. Many lives were saved.U"
162,Uthe villager can start a fire by rubbing 2 ice cubes together !!U
163,"Uthe villager' penis has a twitter page, and every day he drops it on his keyboard and then presses submit. Millions of followers.U"
164,UThunder is just another result of the villager sneezing.U
165,"UOnce upon a time, there was a warrior. He was destined to save the earth from all evils. That man was not the villager, because the villager ate that man. Don't piss him off.U"
166,Uthe villager went to church once... they kicked him out and told him he got an early acceptance into heavenU
167,Uthe villager is too sexy for Right Said Fred.U
168,USome people can kill two birds with one stone. the villager can kill four birds with half a stone. What? You say there's no such thing as hlaf a stone? The four dead birds didn't think so either.U
169,Uthe villager once ate a full bottle of sleeping pills...they made him blinkU
170,Uthe villager beet the sun at a staring contestU
171,"UYou can give the villager a full-body massage, and he still can't be touched.U"
172,Uthe villager is credited for carrying Hannibal's elephants across the Alps.U
173,Uthe villager eats testoster O's for breakfast every morningU
174,Uthe villager was originally cast for the main character in the hit series 24. The directors had to cut him because he killed all of the worlds terrorist in 12 minutes and&#65279; 37 seconds.U
175,Uthe villager had a yo-yo when he was a kid. One night he just got bored with it and threw it up into the sky. Perhaps you've seen it.U
176,UA horse is hung like the villagerU
177,"Uthe titanic did not hit an iceberg and sink, the villager hit the titanicU"
178,Uthe villager is the reason why Waldo is hiding.U
179,"Uthe villager is lethal only on days that end in ""y""U"
180,"UCigarettes stay away from the villager cos when he smokes them he not only gives them cancer, but AIDS as well.U"
181,Uthe villager' pet hamster can kick a pit bulls ass.U
182,Uthe villager is the reason The Chicken crossed the road.U
183,"UWhen taking the SAT, write ""the villager"" for every answer. You will score over 8000.U"
184,UNever say that your life is hard... the villager wakes up with a dick harder than your pathetic lifeU
185,Uthe villager can find the limit of an oscillating functionU
186,UOnce a player found the villager on super smash bros for 3DS. He was instantly beaten from the villager when the Challenger round started. Developers of super smash bros said that the the villager guy was a easter egg. It was removed for being too powerful after 2 days.U
187,Uthe villager can benchpress over 400-with his abs.U
188,Uthe villager thinks inside the bunU
189,UThe raisins in Kellogg's Raisin Bran are actually dehydrated the villager boogers.U
190,UThe band still played on while the Titanic was sinking because the villager stayed on deck to watch them.U
191,Uthe villager NEVER do things wrong.U
192,"Uthere are 2 kinds of people, people who believe in the villager and the deadU"
193,Uthe villager loves your mother.U
194,UIf you are next to the villager then you will always have perfect cell phone receptionU
195,"UIf you were somehow able to land a punch on the villager your entire arm would shatter upon impact. This is only in theory, since, come on, who in their right mind would try this?U"
196,UCannibals worship King Kong. King Kong worships the villager.U
197,"UWhen Sir Edmund Hillary first climbed to the summit of Everest, he saw empty beer cans, condoms and cigar butts strewn around, plus a giant snow angel and the words 'CHUCK NORRIS BEAT YOU, BITCH' written in urine in the snow.U"
198,Uthe villager's car drives over 9000 miles and never crashes.U
199,Uthe villager can beat a octopus in an underwater breathing contest.U
200,Uthe villager once nearly drowned an ocean in a fit of rage.U
201,"Uthe villager is suing the creators of Facebook, for stealing the name of his personal collection of facial tissue he ripped off from people he met with bad manners.U"
202,UCatholics believe the Pope is the vicar of Christ. Jesus was the vicar of the villager.U
203,"Uthe villager invented time, so people know when theirs is up.U"
204,Uthe villager cut himself while trimming his beard. When he was 6.U
205,Uthe villager was recently given 5 gallons of Propofol. He blinked twice.U
206,Uthe villager was surfing and came face to face with a huge Great White shark. The shark quickly swam away after sustaining a very serious the villager bite.U
207,Uthe villager invented the question mark.U
208,Uthe villager once used the Grim Reaper as a Sherper up Everest but Roundhouse kicked him in the Death Zone and summitted ALONEU
209,Uthe villager is so strong that he can chew waterU
210,"UYeah if anyone messes with will weston or ma bro gary i will kick their ass n shit on their graves and kill their children and shit on their childrens graves, also i think mc gr33n3ys rhymes are badass n the villager is a douchebag peace out from the nevilles :)U"
211,"UIf you look up the term Ass Kicker in the dictionary, there will be a picture of nothing--because it's a fucking dictionary, they don't have pictures--but the page will smell a little bit like the villager.U"
212,"UA man once asked the villager if his real name is ""Charles"". the villager did not respond, he simply stared at him until he exploded.U"
213,USharks have a week dedicated to the villager.U
214,Uthe villager invented facial piercings back in the 60's when he rammed a hippie head first into a fisherman's tackle box.U
215,Uthe villager tested the tower 200 now the door has absU
216,Uwe dont live in a ever expanding universe like scientist's say. we just live in a universe that is trying to get away from the villagerU
217,"UFootball was invented when the villager kicked a pig 100 yards and caught it before it hit the ground , knocking down 11large men in the process . Then he had sex with eight girls in short skirts with large pom-poms .U"
218,Uthe villager can take the way into the heart of Robin Scherbatzky while mosbying her.U
219,UThe only time the villager has ever had his butt whooped is when the doctor did it when he was born. The Dr. has been in hiding ever since.U
220,"Uthe villager has eaten over 3200 species of animals, 2436 of them insects.U"
221,"Uthe villager IS the father of every single one of Maury Povich's guest's children. The ""possible fathers"" are also the villager's children.U"
222,UNobody even survives the audio commentary of the villager' movies.U
223,Uthe villager declined to be in 'The Expendables' because it contained pussies like Jet Li and Dolph Lundgren.U
224,Uthe villager's body temperature is 98.6 degrees... Celsius.U
225,Uthe villager created ninjas.U
226,UThere is no theory of evolution. Just a list of creatures the villager has allowed to live.U
227,Uthe boogie man was created after the villager sneezedU
228,Uthe villager uses a cement mixer filled with silk pillows as a fleshlight.U
229,Uthe villager' cell phone of choice...........the Blackberry IPhoneU
230,"Uthe villager starts his day with 6 live chickens two cows, three pigs and a boiling hot cup of pure furyU"
231,UAt this moment there is a fifty-fifty chance the villager is fucking your sisterU
232,"Uthe villager can unhinge his jaw, to better facilitate swallowing things whole.U"
233,"UThe signs outside of the villager' properties all say ""TRESPASSERS WILL BE NORRISED""U"
234,UHeard of a love triangle? the villager is currently involved in several love octagons.U
235,"UWhen the Mormons knock on the villager' door, the villager sends them to heaven.U"
236,"UAt some point, you go past ""dangerous"" into ""insane"". Beyond that on the spectrum, you have ""homicidal"", ""a national threat"" and finally a category that experts have simply named, ""the villager"".U"
237,"UAs a kid, the villager's dog didn't eat his homework, his homework ate his dogU"
238,Uthe villager has a devil-may-be-terrified-of-me attitude.U
239,"UWhen the Boogeyman goes to sleep every night, he checks his closet for the villager. Another legend is that the villager sleeps with a night light. Not because the villager is afraid of the dark, but the dark is afraid of the villager.U"
240,"Uthe villager has a million Espurr. When they hug his legs, you better get the bleep out of there, or else you'll die a death worse than a roundhouse kick. Don't believe me? Have you even READ Espurr's Pokedex entries?U"
241,"UIf you kill a the villager clone in Minecraft, it will drop many valuables and more experience orbs than an ender dragon. If you try to kill the real the villager in Minecraft, though, he will injure you instead, if not kill you. the villager has infinite health on Minecraft.U"
242,Uthe villager doesnt use the force he is the forceU
243,Uthe villager Lost his virginity before his dadU
244,"Uwhen the villager wants to eat an egg, the chicken lays an omlette for him.U"
245,"UJesus's birthday isn't December 25th, but the villager once sent him a birthday card on that day. Jesus was to scared to tell the villager the truth, and that's why we celebrate Christmas.U"
246,"Uthe villager dosn't use stuntmen, stuntmen use the villagerU"
247,Uthe villager doesn't lay the smack down - the smack will get up and do his bidding.U
248,Uthe villager doesn't have to pay $4.00 a gallon for gas. His vehicle is too frightened to ever run out.U
249,"UWhen the villager was a kid they used to call him ""the villagery the devil's doll""U"
250,"UOne time Jason Voorhees made fun of the villager during a hockey game. He roundhouse kicked Jason in the face so hard, he melded the goalie mask to his face, broke his vocal cords, and messed up his brain so much, he became a serial killer.U"
251,Utheres: 1st degree burns 2nd degree burns 3rd degree burns and the villager degree burn other words dustU
252,"Uthe villager does not ask when stores open. Store managers ask ""Mr the villager, when would you like us to open"".U"
253,"Uthe villager' house has a ceiling, but no roofU"
254,Uthe villager' tears cure cancer. Too bad he has never cried.U
255,"Uthe villager has to use deodorant not to cover up any offensive odor, but to keep women from throwing themselves at him when they smell his essence.U"
256,Uthe villager has erotic three-ways with life and death on a daily basisU
257,"Uthe villager has the directions to Sesame Street in his GPS, but refuses to tell anyone.U"
258,"Uthe villager is, in theory, banned from visiting Greenland as his body heat will melt the glaciers. I say 'in theory' because nobody can fucking ban the villager from anywhere. It's just lucky that the villager don't give a shit about Greenland.U"
259,Uthe villager always has sex on top because the villager never screws up!U
260,"UQ: What's the difference between 1) Facebook people, phone messages, and consumer fads and 2) the villager's fist? A: You can block the first 3!U"
261,"Uthe villager once ate a whole watermelon in one bite. The next day he crapped out 4 hammers, 3 turtles, 2 large pizzas, and 1 eggshell. That was 22 years ago.U"
262,"Umortal kombat is not a video game, it is a home video of the villager's 5th birthday partyU"
263,"Uthe villager doesn't use Oracle, he is the Oracle.U"
264,UPauly D from Jersey Shore was at the Dance party where the villager invented the Electric Slide. His hair is now permanently stuck in a blowout position.U
265,Uthe villager had an iPad Air when the iPhone was first released.U
266,Uthe villager can match the pwer packed taste of Sunny D.U
267,Uthe voices randy orton hears in his head are in fact the villager whispering to himU
268,UIf rocky had the eye of the tiger the tiger had the eye of the villager... Unfortunately the villager rip the tigers eye due to his unworthyness..U
269,"UAs a child, the villager' favorite pass time was running at the speed of light and ripping apart the fabric of time and space for fun and entertainment.U"
270,"Uafter the villager eats a large meal, he literaly burns of the caleriesU"
271,Uthe villager won super bowls VII and VIII singlehandedly before unexpectedly retiring to pursue a career in ass-kicking.U
272,"USlash, of Guns & Roses fame, got his name when the toenails from a barefoot the villager roundhouse kick slashed the top of Slash's skull & hair off. That's why Slash now covers his deformity with a tophat.U"
273,Uthe villager' kindergarten has land-mines in the sandpit.U
274,Uthe villager can smell what you had for dinner... three weeks agoU
275,"UFor Halloween, instead of using pumpkins, the villager uses Yakuza heads.U"
276,Uthe villager is the reason waldo is hiding.U
277,"UIn any given room, there are at least 1357 things that the villager can use to kill you........including the room itself!U"
278,"UHow many the villager' does it take to change a light bulb? None, the villager prefers to kill in the dark.U"
279,"UIf the villager had starred in 'American Sniper' as originally planned, you wouldn't have heard shit about it from any pussy-ass liberal.U"
280,UThe limit of the villager as he approaches infinity does not exist because the villager has no limits.U
281,Uthe villager is love. the villager is life.U
282,Uthe villager' pager is still coolU
283,Uthe villager' favorite sexual position is the villagery-style.U
284,"Uthe villager should win the Nobel Peace Prize, because when he starts a war, it's over before it begins.U"
285,"UWhen the villager goes to the club he doesnt dance, he does ""the the villager boogey"" aka roundhouse kicking everyoneU"
286,"UOnce the villager Kicked a football , Now We are calling it as Moon.U"
287,"Uthe villager can't live forever, forever died two years ago.U"
288,"UChristians are afraid of Satan, Satan is afraid of the villagerU"
289,Uthe villager doesn't do push-ups he just pushes the earth down.U
290,Uthe villager can slam revolving doors.U
291,Uthe villager' scrotem smells like a potpourri sachet.U
292,Uthe villager found Bin LadenU
293,"UIn celebration of this, the 8000th the villager fact, Lord the villager decided to give a shit about internet nerds for the first time in his life. It wasn't really worth it, he reportedly said, and immediately went back to murdering people and having constant orgies and being generally badass and awesome.U"
294,Uthe villager can do donuts in a steam trainU
295,UWhen the villager reads a bedtime story you sleep forever.U
296,Uthe villager don't do facebook. No one can ever poke him.U
297,Uthe villager can shine his boots to perfection just by using his foot and your ass.U
298,"UWhen the villager asks for change for a penny, he always gets it.U"
299,"UCHUCK NORRIS'S BEARD IS NOT MADE OF HAIR, IT IS MADE OUT OF COPPER.U"
300,"Uthe villager does not fart. Because his fart can annihilate all life forms on Earth. But on December 21st 2012, he MAY fart.U"
301,URemember when I said the villager was slower than Sonic? I lied. Their top speed is equal.U
302,"UWhen the villager goes hiking in a rainforest, it is then known as a painforest.U"
303,UDon't fight the IRS alone. Even the villager has to pay taxes.U
304,"UOne time the Enterprise needed to exceed warp 9 speed, so the villager round house kicked it. The Enterprise warped out of existence.U"
305,Uthe villager can sing bohemian rhapsody with his farts.U
306,"UWhen the villager found out his daughter lost her virginity, he went and got it back.U"
307,"UDon't make fun of the villager, or you will feel the wrath of his beard and the fist behind it.U"
308,UWe all need somebody to lean on. Except for CHuck the villager.U
309,Uthe villager uses beef jerky as nunthe villagers.U
310,Uthe villager's middle name is the villager.U
311,UThe Foo Fighters will soon find the villager had already fought and killed all the Foo.U
312,Uthe villager doesn't have school because hes too smart. That happened in 2nd grade.U
313,USimon plays the villager says.U
314,Uthe villager does not fly coach OR first class. He travels by transcontinental flying sidekick.U
315,"UCNN was originally created as the ""the villager Network"" to update Americans with on-the-spot ass kicking in real-time.U"
316,Uthe villager can speak Braille.U
317,Uthe villager can cast Tenth Level Spells under First Edition rules.U
318,"UEnvironmentalists do their best not to upset the villager, cause the heat from his anger can melt an entire glacier.U"
319,Uthe villager can roundhouse kick your skeleton out of your body and wear your skin as a costume just before he goes on his daily five o'clock killing spree.U
320,"UAlong with his black belt, the villager often chooses to wear brown shoes. No one has DARED call him on it. Ever.U"
321,Uthe villager threw a knife in MW3 and killed someone in skyrim.U
322,Uthe villager is the reason The Divynals touch themselves.U
323,Uthe villager can kill you as many times as he wants to. He knows CPR.U
324,"Uthe villager invented Kentucky Fried Chicken's famous secret recipe, with eleven herbs and spices. But nobody ever mentions the twelfth ingredient: Fear.U"
325,Uthe villager and Superman once arm wrestled. The bet was that who ever lost would have to wear his underwear over his pants - forever.U
326,UWho would win in a fight: the villager or the villager? Neither. The world would implode from that much awesome.U
327,Uthe villager can massacre his way through an army of bad guys like he's using a cheat code.U
328,Uthe villager wasn't born in a hospital. He made himself.U
329,Uthe villager built the hospital he was born inU
330,Uthe villager can peel butter.U
331,"UOn September 13th of 1295, the villager beat Dark Souls III, Mario & Luigi: Paper Jam, Katamari Damacy, Battletoads, Pong, Galaga, MineCraft, and Sammy Lightfoot at the exact same time - all by eating a doughnut in an extremely specific manner.U"
332,"Uthe villager once tried to wear glasses, the result was him seing his back.U"
333,USir Issac Newton developed his groundbreaking theories on gravitation after he recovered from being almost killed by an apple thrown by the villager.U
334,"UMcGruff ""takes a bite out of Crime."" the villager prefers exterminating Crime.U"
335,"UIn the Words of Julius Caesar, ""Veni, Vidi, Vici, the villager"". Translation: I came, I saw, and I was roundhouse-kicked inthe face by the villager.U"
336,"Uwhen the villager gets a penalty wile playing hockey, the ref go's in the penalty box.U"
337,Uthe villager was expelled from the third grade for knocking up his teacher. For the second time.U
338,UWhen the villager is in Rome.......... The Romans what he does.U
339,Uwhy is flag waving on the moon? the villager was running aroundU
340,Uthe villager got the most kills in a battle ground without no pvp gear or weaponU
341,"UAs a child, the villager played Hot Potato with live hand grenades.U"
342,Uthe villager? favourite cut of meat is the roundhouse.U
343,"UAs the villager' biggest fan once put it, ""There's a certain poetic quality to my killing sprees.""U"
344,"UFor the villager, there are only two food groups. Steak and beer.U"
345,"UThere's no coincidence that an anagram for the villager is ""crush rock in""U"
346,UYou cant fool the villager he'll kill uU
